term
bjirrr
bkerja
bkl
bl
bla
blablabla
black
blacklist
blan
blangko
blanja
blank
blas
blast
bles
bless
bli
blibli
bljar
blm
bln
block
blocked
blockir
blog
blok
bloked
blokir
blokiraneh
blokirjangan
blokirpadahal
blokirr
blokirsaya
blokk
blokkk
blom
blomm
blon
blood
bloon
blsan
blu
blue
bluetooth
blum
blunder
blur
blz
bn
bnaget
bnar
bnayak
bnc
bner
bnerin
bngat
bngeeet
bnget
bngett
bnggt
bngke
bngkrut
bngsat
bngst
bngt
bngtt
bngus
bni
bnr
bntang
bntg
bntng
bntuan
bntuanya
bny
bnya
bnyak
bnyakan
bnyakin
bnyk
bobol
bobot
bobrok
bocah
bocil
bocor
bocorin
bod
bodo
bodoh
bodong
boga
bogor
bogus
bohong
bohongin
boikot
bokef
bokek
bokep
bola
bolak
bolakbalik
boleh
bolehh
bolehin
bolelah
bolh
bolo
bolong
bom
boncos
bong
bongkar
bonos
bonus
bonuss
boong
boongan
booos
boos
booss
boot
boring
boro
boroboro
borong
boros
bos
bosa
bosan
bosen
boskuh
boskuhh
boskuu
boskuuu
bosok
bosq
bosqu
bosque
boss
bossku
bossq
bossqu
bosss
bossss
bosssss
bossssss
bosssssss
bostolong
bot
both
bott
box
boy
boz
bozku
bozz
bpd
bpjs
bpjstk
bpk
bpkb
bpkibu
bqgus
bqik
brand
branda
brang
brasil
bravo
bravoo
bray
brbelanja
bre
brebes
brengsek
brenti
brguna
bri
brilink
brimo
brisik
briva
brizzi
brkurang
brmanfaat
brmnfaat
bro
brok
broken
broo
brooo
broooo
bros
brother
brow
browser
brp
brtambah
brtanggung
brtransaksi
bruh
bruk
brusan
brutal
bs
bsa
bsah
bserta
bsgus
bsi
bsik
bsnget
bsnyak
bst
bstation
btas
btg
btn
btul
btw
bu
bua
buaat
buagus
buah
buak
bual
buang
buangbuang
buangetttt
buanyak
buat
buatt
buay
buaya
bubar
budah
budaya
budeg
budek
budget
budi
buffering
bug
bugerror
bugg
buggg
bugnya
bugs
bugus
bujang
buk
buka
bukabuka
bukain
bukalapak
bukanny
bukapadahal
bukatolong
bukit
bukti
buktibukti
buku
bulak
bulan
bulanklo
bulann
bulanpadahal
bulanya
bulat
bumi
bumn
bun
bunda
bung
bunga
bungga
bungul
buntang
buntu
buntung
bunuh
bunus
bunyi
buq
buram
burem
burik
burikk
buru
buruburu
buruh
buruk
burukk
burukkk
burukkkk
burukkkkk
buruksaldo
buruksaya
burung
buruuk
bus
busa
buset
busett
busuk
busukk
busukkkk
busuksaya
busway
but
buta
button
butu
butuh
butuhin
butut
buwat
buy
buyer
buying
buzzer
bwa
bwat
bwh
bxk
by
byar
bye
byk
byr
byu
byy
bza
c
ca
caba
cabang
cabut
caca
cacad
cacat
cachback
cache
cacing
cadang
cahaya
cahsback
cair
cairin
cak
cakap
cakep
cakeppp
cakup
call
callcenter
calon
cam
camat
camera
campur
can
cancel
canda
candu
cang
canggih
cangih
cansel
cant
cantik
cantum
cantumin
canva
cap
capai
capat
capcut
cape
capek
capekcapek
caper
capil
car
cara
carany
card
cardless
care
carenya
cari
caricari
carik
cas
casback
casbacknya
casbak
casbek
case
caseback
cash
cashbac
cashback
cashbackny
cashbacknya
cashbacknyaa
cashbacknyaaa
cashbackpas
cashbackuang
cashbak
cashbeck
cashless
cashloan
cassback
cast
castamer
castemer
cat
catat
catet
catetan
cawak
cb
cba
cc
ccc
cck
ce
ceban
cecar
cecer
cegah
cek
cekal
cekat
cekcek
cekek
cekik
cekin
ceklis
cekout
celaka
celana
celeng
celengan
cemana
cemar
cemas
cemen
cenderung
centang
center
centernya
centre
ceo
ceoat
cepa
cepaat
cepar
cepat
cepatada
cepatakurat
cepataman
cepatamandan
cepatbagus
cepatbiaya
cepatbisa
cepatcepat
cepatdan
cepatfitur
cepatgak
cepatgk
cepatgopay
cepatgratis
cepatmantab
cepatmantap
cepatmudah
cepatmudahaman
cepatmurah
cepatno
cepatok
cepatpokoknya
cepatsangat
cepatsaya
cepatsemoga
cepatt
cepattanpa
cepattapi
cepattepat
cepatterima
cepatterimakasih
cepattf
cepattidak
cepattop
cepattt
cepatttt
cepay
cepe
cepeat
ceper
cepet
cepett
cepettt
cept
cer
cerah
cerdas
cerewet
cerita
cermat
cermin
cerna
ceroboh
ces
cesback
cesbeck
cesbek
cet
cetak
cewek
ch
chace
champion
chance
charge
chas
chasback
chasbacknya
chasbak
chat
chatbot
chating
chatnya
chatt
chatting
check
checkin
checking
checkout
cheers
chek
chekin
cheking
chest
chet
china
choice
chrome
cht
ciamik
cianjur
ciba
cicil
cih
cihuy
cihuyy
cihuyyyy
cik
cilik
cilok
cimb
cina
cing
cinta
cintaa
cintaaa
cipta
cirebon
cit
cita
citacita
ck
ckckck
claim
clam
clean
clear
click
clickbait
client
cling
close
closed
club
cmn
cmna
co
coalnya
cob
coba
cobaa
cobacoba
cobadulu
cobah
cobain
cobak
cobakalau
cobamudahan
coban
cobasemoga
coc
cocok
cod
codashop
code
codenya
coeg
coi
coin
coinnya
coins
coinsnya
coint
coinya
cok
cokk
cokkk
colab
colector
collab
collection
collector
colong
com
come
coment
comfort
comfortable
comment
commerce
commuter
company
complain
complaint
complen
complete
completed
complit
condition
confirm
connect
consumen
contact
content
conter
continue
contoh
control
convert
coo
cool
coooy
copas
copay
copet
copot
copy
corporate
cost
costamer
costemer
costomer
costume
costumer
costumernya
costumerservice
counter
counternya
coustemer
cover
cowok
coy
coyy
coz
cpat
cpt
cra
cranya
crash
credit
cringe
cris
crnya
crpat
crush
crypto
csa
csgopay
csny
csnya
ct
cuaca
cuan
cuann
cuannya
cuba
cuci
cucu
cuek
cuekin
cuh
cui
cuih
cuihh
cuihhh
cuk
cukk
cukop
cuku
cukum
cukup
cukupp
culas
cuma
cumaa
cumak
cuman
cupu
curang
curhat
curi
curiga
cus
cuss
cust
custamer
custemer
custom
customer
customernya
customers
customerservice
custumer
cut
cuuyyy
cuy
cv
cyber
cz
d
da
daa
daah
daahhh
daan
dab
dach
dada
dadah
dadak
dadi
daerah
daftar
daftarin
daftarx
daftr
dag
dagang
daget
dah
dahal
dahh
dahhh
dahhhhh
dahsyat
dahulu
dai
daily
daimen
daimond
dajal
dajjal
dal
dalam
dalem
dalih
dalil
dalm
dam
damai
damn
dampak
damping
dan
dana
danaa
danagopay
danamon
danaovo
danapadahal
danasaldo
danasaya
dancepat
dancok
dang
dangat
dann
danta
danterpercaya
daoat
dap
dapa
dapaet
dapar
dapat
dapatin
dapatt
dape
dapet
dapetnya
dapett
dapt
daptar
daptarnya
dar
darah
darat
dari
daridulu
darimana
daring
daripda
daritadi
dark
daru
darurat
dasar
dashboard
dat
data
dataa
database
datadata
datakuota
datang
datany
datapulsa
datar
datatapi
datatoken
date
datengin
daun
daur
dawg
day
daya
days
dbantu
dbest
dblokir
dbntu
dbuka
dc
dch
dcnya
dd
ddan
de
deal
dealer
dear
deb
debat
debes
debess
debesss
debest
debet
debit
debitur
debt
debug
dec
dech
dechh
dechhh
deeeh
deeh
default
definisi
deg
degan
degdegan
degital
dehc
dehgopay
dehh
dehhh
dehhhh
dehhhhh
dehkarna
dek
dekali
dekat
dekorasi
delay
delaynya
delayy
delet
delete
delta
demen
demo
den
denda
dendam
deng
denga
dengam
dengan
dengang
dengar
dengen
denggan
dengn
denpasar
depa
depan
depat
depelover
deploper
depo
depok
deposit
deposito
deras
derita
dermawan
derver
des
desa
desain
desak
desember
design
designnya
desk
deskripsi
desktop
detail
detect
deteksi
detik
detil
deui
deungan
dev
develofer
develop
developer
development
develover
device
devloper
devnya
devoloper
devolopernya
devolover
dewa
dewasa
dewe
dewi
dftar
dftr
dgan
dgn
dgunain
dgunakan
dh
dhp
dhuafa
dia
diacc
diadain
diajuin
diakon
diaktifin
diam
diambilin
diambilpadahal
diamdiam
diamon
diamond
diamondnya
diamonds
diamonnya
dian
diancem
diandalin
diandelin
dianggurin
diapaapai
diapaapain
diapain
diapk
diapp
diarahin
dibales
dibalesnya
dibalikin
dibanyakin
dibatalin
dibatasin
dibekuin
dibeliin
dibenerin
diberitahukan
dibilangin
diblock
diblocked
diblokirpadahal
dibolehin
dibukak
dibutuhin
dibyr
dicairin
dicancel
dichat
diclose
dicobain
didaftarin
didak
didik
didlm
didonlot
didownload
die
difahami
different
difitur
difix
dig
digift
digipos
digit
digital
digitalisasi
digoogle
digopay
digratisin
digunain
digunaka
digunakanaplikasi
digunakanbanyak
digunakandan
digunakangak
digunakanmantap
digunakanpadahal
digunakansaya
digunakanuntuk
digunakn
dih
dihack
dihilangin
dihp
dihubungin
diikutin
diilangin
diindomaret
diinstal
diinstall
diitung
dijakarta
dijanjiin
dijelasin
dijital
dik
dikarnakan
dikecilin
dikeluarin
dikembaliin
dikembangin
dikenain
dikerjain
dikirimin
dikirimkirim
dikit
dikitdikit
diksh
diksih
dikumpulin
dilakuin
dilamain
dilanjutin
dilaporin
dilay
dilock
dilunasin
dimainin
dimanamana
dimanjain
dimasukin
dimatiin
dimn
dimna
dimudahin
dimurahin
dinaikin
dinamis
ding
dinotif
dip
dipahamibisa
dipahamin
dipakaipadahal
dipake
dipakee
dipakek
dipakenya
diperbaikin
diperbaikisaya
diperibet
diperoses
dipindahin
dipke
dipom
diprint
dipromo
dira
direct
diredeem
direedem
direfresh
direfund
direktur
direport
direset
direspon
direview
diri
diribetin
disa
disabilitas
disalahgunakan
disalahin
disamain
disambungin
disaranin
disc
discan
discon
discond
disconnya
discont
discontnya
discoun
discount
discountnya
disduk
disdukcapil
disetting
dishare
disi
disinisaya
disiplin
disko
diskon
diskonny
dislike
disney
disni
dispam
display
disruh
distribusi
distu
disuru
ditambahin
ditampilin
ditanggapin
ditanggepin
ditanyain
ditawarin
ditelfon
ditelp
ditelponin
ditf
ditgl
ditilep
ditindaklanjuti
ditinggalin
ditingkatin
ditingkatkn
ditlp
ditmbah
ditokopedia
ditokped
ditolakaneh
ditolakmohon
ditolakpadahal
ditolaksaya
ditolaktidak
ditolaktolong
ditolk
ditopup
ditranfer
ditrima
ditukarin
dituker
ditukerin
ditungguin
diturunin
diuninstal
diupdate
diupdet
diupgrade
diupload
divisi
diy
diya
diyoutube
dj
dk
dkasih
dkembalikan
dki
dkit
dkk
dksh
dl
dlll
dllnya
dllterima
dllu
dlo
dlu
dluan
dluh
dlunasi
dluu
dm
dmn
dmna
dmnya
dn
dna
dngn
doa
doain
doang
doangg
doank
dobel
doble
dobol
doesnt
dokter
dokumen
dolar
dollar
dolo
dominasi
domisili
dompet
don
donasi
donate
done
dongaku
dongbiar
dongg
donggg
dongkol
donglod
donglot
dongo
dongok
dongs
dongsaya
donh
donk
donload
donloat
donlod
donlot
donlout
donlow
donlowad
donlowd
donlwod
donpet
dont
donwload
donwlod
donwlot
doong
door
dopay
dopet
dosa
dot
double
dounload
dowload
dowlod
dowlond
dowlot
down
downdload
downgrade
download
downloadnya
downlod
doyan
dp
dpakai
dpake
dpan
dpat
dperbaiki
dpercepat
dpersulit
dpet
dpr
dprd
dproses
dpt
dptin
dptr
dqn
dr
dracin
drama
drastis
draw
drever
drifer
drive
driver
drivernya
driversemoga
drop
drpda
drver
dsitu
dsn
dsni
dsrh
dsri
dsruh
dsuruh
dt
dta
dtng
dtolak
du
dua
duakali
ducapil
duduk
duet
duga
duh
duid
duit
duitny
duitt
duittt
duitttt
duka
dukcapil
duku
dukung
duli
dullu
duluan
dulubaru
dulubelum
dulubila
duluh
dulujika
dulukalau
dulukalo
dulukarena
dulukarna
duluklo
dulukrn
dululah
dulumau
dulunanti
dulusaya
dulusilahkan
dulusilakan
dulusoalnya
dungu
dunia
duper
durasi
dusta
duwit
dwngan
dwnld
dwnload
dwonload
dwonlod
dyah
dzalim
dzolim
e
eaa
earphone
easier
easy
easycash
eaya
eazy
ebanking
ecek
ecommerce
ecommers
edan
edar
edc
edit
edited
edun
ee
eee
eeee
eeeh
eeh
eehh
eek
efek
efektif
efektip
efektivitas
efesien
efesiensi
effective
efficient
effisien
effort
efisien
efisiendan
efisiens
efisiensi
eg
ega
ege
egg
egk
ego
egois
eh
ehehe
ehh
ehhhh
ei
ek
ekh
eko
ekonomi
ekonomis
ekosistem
eks
eksekusi
ekspektasi
ekspetasi
ektp
el
elah
electronic
elegan
elegant
eleh
elek
elektrik
elektronik
eletronik
elit
elo
elor
em
emai
email
emailchat
emak
emakemak
eman
emang
emany
emas
embat
embel
embelembel
embuh
emejing
emel
emergency
emezing
emg
emil
emis
emm
emng
emok
emonay
emoney
emoneynya
emony
emosi
empat
en
enak
enakeun
enakk
enakkk
enam
end
enda
endak
endap
ending
endingnya
endorse
eneg
enek
energi
enga
engah
engak
engga
enggak
enggan
enggk
engkau
enjoy
enough
entar
ente
enteng
entot
entry
ep
epep
epic
epik
episien
eps
era
ero
eroor
eror
eroro
erorr
erorrr
erorrrr
erro
error
errorbug
errornya
errorr
erti
es
esok
est
estetik
estimasi
et
etdah
etik
etika
etikad
etikat
etis
etol
etoll
euy
euyy
euyyy
